التاريخ,الفرع,الرصيد (بالدرهم)
2023-04-22,مراكش - جليز,4980916.93
2023-04-22,طنجة - وسط المدينة,12906551.04
2023-04-22,فاس - النرجس,9794290.28
2023-04-23,الدار البيضاء - المركز الرئيسي,12385397.26
2023-04-23,الرباط - أكدال,6437382.69
2023-04-23,مراكش - جليز,4409166.97
2023-04-23,طنجة - وسط المدينة,11394461.62
2023-04-23,فاس - النرجس,11780106.22
2023-04-24,الدار البيضاء - المركز الرئيسي,5227812.02
2023-04-24,الرباط - أكدال,7599225.18
2023-04-24,مراكش - جليز,12746624.48
2023-04-24,طنجة - وسط المدينة,7520404.63
2023-04-24,فاس - النرجس,10383709.86
2023-04-25,الدار البيضاء - المركز الرئيسي,12626253.46
2023-04-25,الرباط - أكدال,5997524.46
2023-04-25,مراكش - جليز,8874509.74
2023-04-25,طنجة - وسط المدينة,12551895.91
2023-04-25,فاس - النرجس,10270742.43
2023-04-26,الدار البيضاء - المركز الرئيسي,7029327.49
2023-04-26,الرباط - أكدال,7959029.62
2023-04-26,مراكش - جليز,12543511.49
2023-04-26,طنجة - وسط المدينة,12691727.25
2023-04-26,فاس - النرجس,10224725.52
2023-04-27,الدار البيضاء - المركز الرئيسي,11065448.94
2023-04-27,الرباط - أكدال,10239099.71
2023-04-27,مراكش - جليز,11487479.61
2023-04-27,طنجة - وسط المدينة,7423847.18
2023-04-27,فاس - النرجس,8136122.65
2023-04-28,الدار البيضاء - المركز الرئيسي,8473481.76
2023-04-28,الرباط - أكدال,7293379.77
2023-04-28,مراكش - جليز,4205777.05
2023-04-28,طنجة - وسط المدينة,10138847.65
2023-04-28,فاس - النرجس,10611241.53
2023-04-29,الدار البيضاء - المركز الرئيسي,11320592.55
2023-04-29,الرباط - أكدال,9888439.69
2023-04-29,مراكش - جليز,11069145.96
2023-04-29,طنجة - وسط المدينة,6789129.72
2023-04-29,فاس - النرجس,12491949.48
2023-04-30,الدار البيضاء - المركز الرئيسي,10542269.03
2023-04-30,الرباط - أكدال,5716550.71
2023-04-30,مراكش - جليز,8292749.83
2023-04-30,طنجة - وسط المدينة,7989604.56
2023-04-30,فاس - النرجس,6355643.52
2023-05-01,الدار البيضاء - المركز الرئيسي,4576728.04
2023-05-01,الرباط - أكدال,12077668.0
2023-05-01,مراكش - جليز,10229832.78
2023-05-01,طنجة - وسط المدينة,7009202.66
2023-05-01,فاس - النرجس,11904168.64
2023-05-02,الدار البيضاء - المركز الرئيسي,7297336.77
2023-05-02,الرباط - أكدال,5812690.83
2023-05-02,مراكش - جليز,12148033.26
2023-05-02,طنجة - وسط المدينة,9815914.22
2023-05-02,فاس - النرجس,9554179.92
2023-05-03,الدار البيضاء - المركز الرئيسي,5864503.34
2023-05-03,الرباط - أكدال,5130882.29
2023-05-03,مراكش - جليز,4582469.51
2023-05-03,طنجة - وسط المدينة,10586584.37
2023-05-03,فاس - النرجس,10900335.04
2023-05-04,الدار البيضاء - المركز الرئيسي,10934374.96
2023-05-04,الرباط - أكدال,9644072.51
2023-05-04,مراكش - جليز,10685950.61
2023-05-04,طنجة - وسط المدينة,12559023.01
2023-05-04,فاس - النرجس,8904456.78
2023-05-05,الدار البيضاء - المركز الرئيسي,9914696.88
2023-05-05,الرباط - أكدال,5496116.99
2023-05-05,مراكش - جليز,6329290.51
2023-05-05,طنجة - وسط المدينة,8804195.01
2023-05-05,فاس - النرجس,12807153.27
2023-05-06,الدار البيضاء - المركز الرئيسي,11241062.89
2023-05-06,الرباط - أكدال,9050129.46
2023-05-06,مراكش - جليز,7179915.38
2023-05-06,طنجة - وسط المدينة,7458014.87
2023-05-06,فاس - النرجس,8259130.26
2023-05-07,الدار البيضاء - المركز الرئيسي,5053422.29
2023-05-07,الرباط - أكدال,4249196.05
2023-05-07,مراكش - جليز,7533149.0
2023-05-07,طنجة - وسط المدينة,7251920.23
2023-05-07,فاس - النرجس,8694501.03
2023-05-08,الدار البيضاء - المركز الرئيسي,6457378.56
2023-05-08,الرباط - أكدال,8202560.05
2023-05-08,مراكش - جليز,12581264.47
2023-05-08,طنجة - وسط المدينة,6670717.23
2023-05-08,فاس - النرجس,10774267.32
2023-05-09,الدار البيضاء - المركز الرئيسي,10157224.05
2023-05-09,الرباط - أكدال,8279440.17
2023-05-09,مراكش - جليز,8314048.47
2023-05-09,طنجة - وسط المدينة,12705341.33
2023-05-09,فاس - النرجس,9049895.04
2023-05-10,الدار البيضاء - المركز الرئيسي,7520160.53
2023-05-10,الرباط - أكدال,4379526.54
2023-05-10,مراكش - جليز,12527374.13
2023-05-10,طنجة - وسط المدينة,12268914.72
2023-05-10,فاس - النرجس,4945399.38
2023-05-11,الدار البيضاء - المركز الرئيسي,5160555.35
2023-05-11,الرباط - أكدال,10364512.89
2023-05-11,مراكش - جليز,12086347.0
2023-05-11,طنجة - وسط المدينة,11118843.51
2023-05-11,فاس - النرجس,9599577.5
2023-05-12,الدار البيضاء - المركز الرئيسي,11929347.88
2023-05-12,الرباط - أكدال,8872137.03
2023-05-12,مراكش - جليز,7849959.66
2023-05-12,طنجة - وسط المدينة,12998562.65
2023-05-12,فاس - النرجس,11275008.45
2023-05-13,الدار البيضاء - المركز الرئيسي,5222536.27
2023-05-13,الرباط - أكدال,12080427.3
2023-05-13,مراكش - جليز,4669198.96
2023-05-13,طنجة - وسط المدينة,8069264.14
2023-05-13,فاس - النرجس,6286151.16
2023-05-14,الدار البيضاء - المركز الرئيسي,7437826.16
2023-05-14,الرباط - أكدال,6597633.24
2023-05-14,مراكش - جليز,6831692.23
2023-05-14,طنجة - وسط المدينة,6938961.71
2023-05-14,فاس - النرجس,9505057.14
2023-05-15,الدار البيضاء - المركز الرئيسي,6311085.98
2023-05-15,الرباط - أكدال,6137761.55
2023-05-15,مراكش - جليز,9718266.94
2023-05-15,طنجة - وسط المدينة,7480059.36
2023-05-15,فاس - النرجس,8564442.12
2023-05-16,الدار البيضاء - المركز الرئيسي,8959588.54
2023-05-16,الرباط - أكدال,4568273.01
2023-05-16,مراكش - جليز,9071076.92
2023-05-16,طنجة - وسط المدينة,10728871.34
2023-05-16,فاس - النرجس,9247716.7
2023-05-17,الدار البيضاء - المركز الرئيسي,9055689.29
2023-05-17,الرباط - أكدال,12535089.12
2023-05-17,مراكش - جليز,12380661.28
2023-05-17,طنجة - وسط المدينة,12935718.74
2023-05-17,فاس - النرجس,6820938.78
2023-05-18,الدار البيضاء - المركز الرئيسي,12112759.18
2023-05-18,الرباط - أكدال,7239113.25
2023-05-18,مراكش - جليز,9451692.61
2023-05-18,طنجة - وسط المدينة,5269708.86
2023-05-18,فاس - النرجس,4386919.27
2023-05-19,الدار البيضاء - المركز الرئيسي,6298700.9
2023-05-19,الرباط - أكدال,8066353.96
2023-05-19,مراكش - جليز,10569877.2
2023-05-19,طنجة - وسط المدينة,6071100.85
2023-05-19,فاس - النرجس,12255449.2
2023-05-20,الدار البيضاء - المركز الرئيسي,11593885.66
2023-05-20,الرباط - أكدال,12307577.7
2023-05-20,مراكش - جليز,9816904.68
2023-05-20,طنجة - وسط المدينة,4061160.41
2023-05-20,فاس - النرجس,7058319.06
2023-05-21,الدار البيضاء - المركز الرئيسي,10382236.2
2023-05-21,الرباط - أكدال,9670547.23
2023-05-21,مراكش - جليز,5388329.26
2023-05-21,طنجة - وسط المدينة,7768672.92
2023-05-21,فاس - النرجس,9046901.93
2023-05-22,الدار البيضاء - المركز الرئيسي,6887147.72
2023-05-22,الرباط - أكدال,7468186.89
2023-05-22,مراكش - جليز,6759879.97
2023-05-22,طنجة - وسط المدينة,8468020.48
2023-05-22,فاس - النرجس,10825161.06
2023-05-23,الدار البيضاء - المركز الرئيسي,8335047.19
2023-05-23,الرباط - أكدال,7519901.2
2023-05-23,مراكش - جليز,11874447.75
2023-05-23,طنجة - وسط المدينة,12294911.08
2023-05-23,فاس - النرجس,7141592.91
2023-05-24,الدار البيضاء - المركز الرئيسي,4629213.93
2023-05-24,الرباط - أكدال,5553917.56
2023-05-24,مراكش - جليز,10951649.97
2023-05-24,طنجة - وسط المدينة,11217478.87
2023-05-24,فاس - النرجس,9877188.0
2023-05-25,الدار البيضاء - المركز الرئيسي,9783651.45
2023-05-25,الرباط - أكدال,7959613.26
2023-05-25,مراكش - جليز,10670809.92
2023-05-25,طنجة - وسط المدينة,11286648.25
2023-05-25,فاس - النرجس,6283250.56
2023-05-26,الدار البيضاء - المركز الرئيسي,10339553.46
2023-05-26,الرباط - أكدال,12778455.57
2023-05-26,مراكش - جليز,6455216.25
2023-05-26,طنجة - وسط المدينة,7428978.43
2023-05-26,فاس - النرجس,7640400.59
2023-05-27,الدار البيضاء - المركز الرئيسي,12674995.15
2023-05-27,الرباط - أكدال,9806245.68
2023-05-27,مراكش - جليز,10562490.91
2023-05-27,طنجة - وسط المدينة,6598073.68
2023-05-27,فاس - النرجس,6209618.23
2023-05-28,الدار البيضاء - المركز الرئيسي,7266703.79
2023-05-28,الرباط - أكدال,5028472.98
2023-05-28,مراكش - جليز,8141410.72
2023-05-28,طنجة - وسط المدينة,4735615.88
2023-05-28,فاس - النرجس,11302029.72
2023-05-29,الدار البيضاء - المركز الرئيسي,4156368.75
2023-05-29,الرباط - أكدال,8367318.06
2023-05-29,مراكش - جليز,10210195.83
2023-05-29,طنجة - وسط المدينة,9304207.17
2023-05-29,فاس - النرجس,8601382.45
2023-05-30,الدار البيضاء - المركز الرئيسي,8092755.55
2023-05-30,الرباط - أكدال,7407201.06
2023-05-30,مراكش - جليز,11053266.63
2023-05-30,طنجة - وسط المدينة,11267738.92
2023-05-30,فاس - النرجس,12056815.61
2023-05-31,الدار البيضاء - المركز الرئيسي,7260974.36
2023-05-31,الرباط - أكدال,10951737.36
2023-05-31,مراكش - جليز,7936994.53
2023-05-31,طنجة - وسط المدينة,6397357.29
2023-05-31,فاس - النرجس,8165417.68
2023-06-01,الدار البيضاء - المركز الرئيسي,10311550.72
2023-06-01,الرباط - أكدال,5540558.61
2023-06-01,مراكش - جليز,9065599.16
2023-06-01,طنجة - وسط المدينة,7886417.91
2023-06-01,فاس - النرجس,9446344.09
2023-06-02,الدار البيضاء - المركز الرئيسي,12502001.07
2023-06-02,الرباط - أكدال,6921341.73
2023-06-02,مراكش - جليز,9559447.47
2023-06-02,طنجة - وسط المدينة,5106484.09
2023-06-02,فاس - النرجس,9426460.96
2023-06-03,الدار البيضاء - المركز الرئيسي,10243037.32
2023-06-03,الرباط - أكدال,4619898.54
2023-06-03,مراكش - جليز,11447272.59
2023-06-03,طنجة - وسط المدينة,4834118.67
2023-06-03,فاس - النرجس,5413620.58
2023-06-04,الدار البيضاء - المركز الرئيسي,8720382.7
2023-06-04,الرباط - أكدال,12499587.46
2023-06-04,مراكش - جليز,12321156.8
2023-06-04,طنجة - وسط المدينة,8570169.17
2023-06-04,فاس - النرجس,9264969.98
2023-06-05,الدار البيضاء - المركز الرئيسي,11187776.38
2023-06-05,الرباط - أكدال,11850738.31
2023-06-05,مراكش - جليز,6607620.91
2023-06-05,طنجة - وسط المدينة,5421662.93
2023-06-05,فاس - النرجس,7873568.8
2023-06-06,الدار البيضاء - المركز الرئيسي,5232633.61
2023-06-06,الرباط - أكدال,11320607.13
2023-06-06,مراكش - جليز,11011539.93
2023-06-06,طنجة - وسط المدينة,10626752.4
2023-06-06,فاس - النرجس,7861689.96
2023-06-07,الدار البيضاء - المركز الرئيسي,8465095.29
2023-06-07,الرباط - أكدال,11935160.04
2023-06-07,مراكش - جليز,11634093.38
2023-06-07,طنجة - وسط المدينة,7597395.78
2023-06-07,فاس - النرجس,10894310.93
2023-06-08,الدار البيضاء - المركز الرئيسي,8719636.5
2023-06-08,الرباط - أكدال,6517877.78
2023-06-08,مراكش - جليز,9431195.48
2023-06-08,طنجة - وسط المدينة,11880721.18
2023-06-08,فاس - النرجس,6546454.64
2023-06-09,الدار البيضاء - المركز الرئيسي,7650830.66
2023-06-09,الرباط - أكدال,11665696.36
2023-06-09,مراكش - جليز,5954449.39
2023-06-09,طنجة - وسط المدينة,12765094.75
2023-06-09,فاس - النرجس,9887259.79
2023-06-10,الدار البيضاء - المركز الرئيسي,5920509.24
2023-06-10,الرباط - أكدال,5848851.36
2023-06-10,مراكش - جليز,11839776.11
2023-06-10,طنجة - وسط المدينة,12003245.47
2023-06-10,فاس - النرجس,6640886.45
2023-06-11,الدار البيضاء - المركز الرئيسي,9832305.19
2023-06-11,الرباط - أكدال,9393692.74
2023-06-11,مراكش - جليز,6996051.01
2023-06-11,طنجة - وسط المدينة,4867293.3
2023-06-11,فاس - النرجس,7547451.84
2023-06-12,الدار البيضاء - المركز الرئيسي,12469976.36
2023-06-12,الرباط - أكدال,6557344.62
2023-06-12,مراكش - جليز,8399646.23
2023-06-12,طنجة - وسط المدينة,7192128.76
2023-06-12,فاس - النرجس,7291948.69
2023-06-13,الدار البيضاء - المركز الرئيسي,9677065.03
2023-06-13,الرباط - أكدال,4138682.26
2023-06-13,مراكش - جليز,12294986.74
2023-06-13,طنجة - وسط المدينة,12864024.55
2023-06-13,فاس - النرجس,9861913.06
2023-06-14,الدار البيضاء - المركز الرئيسي,11070045.94
2023-06-14,الرباط - أكدال,5911852.09
2023-06-14,مراكش - جليز,10015294.09
2023-06-14,طنجة - وسط المدينة,11515849.73
2023-06-14,فاس - النرجس,5052250.47
2023-06-15,الدار البيضاء - المركز الرئيسي,9506500.44
2023-06-15,الرباط - أكدال,10656477.26
2023-06-15,مراكش - جليز,10860618.42
2023-06-15,طنجة - وسط المدينة,11557111.36
2023-06-15,فاس - النرجس,10201310.19
2023-06-16,الدار البيضاء - المركز الرئيسي,8268445.95
